participant_id,Q159,walk_wave_1,cycle_wave_1,plan_wave_1,attach_wave_1,walk_wave_2,cycle_wave_2,plan_wave_2,attach_wave_2,walk_wave_3,cycle_wave_3,plan_wave_3,attach_wave_3,AI_or_Conventional,Traditional_Strengths,Traditional_Strengths_Other,Traditional_Limitations,Traditional_Limitations_Other,AI_Strengths.x,AI_Strengths_Other.x,AI_Limitations.x,AI_Limitations_Other.x,AI_Influence,Civic_Engagement_Change,Walking_Interest_Change,Cycling_Interest_Change,Place_Attachment_Change,QID148,QID149,QID150,QID151,QID152,Primary_Transportation,Walking_Frequency,Cycling_Frequency,Planning_Knowledge,AI_Experience,AI_Tool_Usage,Race_Ethnicity,Gender,Hometown,walk_diff_1,cycle_diff_1,plan_diff_1,attach_diff_1,walk_diff_2,cycle_diff_2,plan_diff_2,attach_diff_2,walk_diff_total,cycle_diff_total,plan_diff_total,attach_diff_total,experiment_1,experiment_2,location_1,location_2,genai_first,street_first,walk_ai,walk_conv,cycle_ai,cycle_conv,plan_ai,plan_conv,attach_ai,attach_conv,walk_street,walk_park,cycle_street,cycle_park,plan_street,plan_park,attach_street,attach_park,walk_total_genai_first,walk_total_conv_first,cycle_total_genai_first,cycle_total_conv_first,plan_total_genai_first,plan_total_conv_first,attach_total_genai_first,attach_total_conv_first,walk_total_street_first,walk_total_park_first,cycle_total_street_first,cycle_total_park_first,plan_total_street_first,plan_total_park_first,attach_total_street_first,attach_total_park_first,Walking_Frequency_num,Cycling_Frequency_num,Planning_Knowledge_num,AI_Experience_num,AI_Tool_Usage_num,AI_or_Conventional_num,AI_Influence_num,Civic_Engagement_Change_num,Walking_Interest_Change_num,Cycling_Interest_Change_num,Place_Attachment_Change_num,Trad_Strength_Speed,Trad_Strength_Accuracy,Trad_Strength_Ease,Trad_Strength_Creative_Freedom,Trad_Strength_Quality,Trad_Strength_Control,Trad_Strength_Other,Trad_Limitation_Time,Trad_Limitation_Artistic,Trad_Limitation_Perspective,Trad_Limitation_Appeal,Trad_Limitation_Changes,Trad_Limitation_Realistic,Trad_Limitation_Detail,Trad_Limitation_Other,AI_Strength_Speed,AI_Strength_Accuracy,AI_Strength_Ease,AI_Strength_Creative_Inspiration,AI_Strength_Quality,AI_Strength_Realistic,AI_Strength_Other,AI_Limitation_Control,AI_Limitation_Accuracy,AI_Limitation_Generic,AI_Limitation_Learning,AI_Limitation_Unexpected,AI_Limitation_Creative,AI_Limitation_Technical,AI_Limitation_Other,Engagement_Public_Meetings,Engagement_Online_Surveys,Engagement_Traditional_Workshops,Engagement_AI_Workshops,Engagement_Voting,Engagement_Social_Media,ResponseId
p32,Conventional + Street -> GenAI + Park,0,0,1,2,1,1,1,0,1,1,0,1,"Mostly traditional drawing, but AI was somewhat helpful","Accuracy in representing my ideas,Creative freedom,Control over details",,"Limited by my artistic ability,Final result lacked visual appeal,Limited detail",,"Speed of creating visualizations,Ease of use,Quality of final visualization",,"Difficulty controlling specific details,Did not accurately represent my ideas,Technical issues or limitations",,Significantly expanded my thinking,Somewhat more interested than before,Somewhat more interested than before,No change in interest,Somewhat strengthened my connection,Integration with maps/real locations,,"Lack of time,Lack of knowledge about urban planning,Skepticism that my input will matter",,,Walking,Daily,Once a week,Limited knowledge,Somewhat familiar (have used them occasionally),"Yes, occasionally",White,Man,Urban,1,1,0,-2,0,0,-1,1,1,1,-1,-1,Conventional + Street,GenAI + Park,Street,Park,FALSE,TRUE,0,1,0,1,-1,0,1,-2,1,0,1,0,0,-1,-2,1,,1,,1,,-1,,-1,1,,1,,-1,,-1,,4,3,1,1,2,-1,2,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,p32
p33,Conventional + Street -> GenAI + Park,1,0,1,2,2,2,1,1,2,1,1,1,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Speed of creating visualizations,Creative freedom,Control over details",,"Limited by my artistic ability,Hard to make changes/iterations,Not realistic enough",,"Speed of creating visualizations,Accuracy in representing my ideas,Ability to create realistic images",,"Learning curve for effective prompting,Results were too generic,Technical issues or limitations",,Somewhat expanded my thinking,Somewhat more interested than before,Somewhat more interested than before,Somewhat more interested than before,Somewhat strengthened my connection,Easier interface,,"Lack of time,Lack of knowledge about urban planning,Skepticism that my input will matter",,,Walking,Daily,Never,No knowledge,Very familiar (use them regularly),"Yes, once or twice",Asian,Woman,Suburban,1,2,0,-1,0,-1,0,0,1,1,0,-1,Conventional + Street,GenAI + Park,Street,Park,FALSE,TRUE,0,1,-1,2,0,0,0,-1,1,0,2,-1,0,0,-1,0,,1,,1,,0,,-1,1,,1,,0,,-1,,4,0,0,2,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,p33
p34,Conventional + Park -> GenAI + Street,1,1,1,1,1,1,1,1,1,1,1,1,AI-assisted visualization method only,"Accuracy in representing my ideas,Creative freedom,Control over details",,"Time-consuming,Difficulty showing perspective/scale,Final result lacked visual appeal",,"Ease of use,Creative inspiration,Ability to create realistic images",,"Difficulty controlling specific details,Did not accurately represent my ideas,Unexpected or unwanted elements in images",,Had no impact on my thinking,Somewhat more interested than before,Somewhat more interested than before,No change in interest,No change in my connection,"More accurate representation of specific ideas,Better control over image details,More diverse design options",,"Lack of time,Lack of knowledge about urban planning,Lack of interest in the topics",,,Walking,Once a week,Never,Good knowledge,Very familiar (use them regularly),"Yes, frequently",Asian,Woman,Suburban,0,0,0,0,0,0,0,0,0,0,0,0,Conventional + Park,GenAI + Street,Park,Street,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,2,0,3,2,3,2,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,p34
p35,Conventional + Park -> GenAI + Street,1,0,0,1,1,-1,0,1,1,1,0,1,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Speed of creating visualizations,Creative freedom,Control over details",,"Limited by my artistic ability,Difficulty showing perspective/scale,Not realistic enough",,"Ease of use,Quality of final visualization,Ability to create realistic images",,"Difficulty controlling specific details,Learning curve for effective prompting,Technical issues or limitations",,Somewhat expanded my thinking,Somewhat more interested than before,Somewhat more interested than before,No change in interest,No change in my connection,"More diverse design options,Integration with maps/real locations",,"Lack of knowledge about urban planning,Lack of interest in the topics,Complicated participation processes",,,Personal car,Daily,Less than once a month,Limited knowledge,Very familiar (use them regularly),"No, never",White,Woman,Urban,0,-1,0,0,0,2,0,0,0,1,0,0,Conventional + Park,GenAI + Street,Park,Street,FALSE,FALSE,0,0,2,-1,0,0,0,0,0,0,2,-1,0,0,0,0,,0,,1,,0,,0,,0,,1,,0,,0,4,1,1,2,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,p35
p36,Conventional + Street -> GenAI + Park,1,0,1,2,1,1,1,2,0,0,1,1,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Speed of creating visualizations,Ease of use,Control over details",,"Limited by my artistic ability,Difficulty showing perspective/scale,Final result lacked visual appeal",,"Accuracy in representing my ideas,Creative inspiration,Quality of final visualization",,"Difficulty controlling specific details,Unexpected or unwanted elements in images,Technical issues or limitations",,Somewhat limited my thinking,Somewhat more interested than before,No change in interest,No change in interest,No change in my connection,"More accurate representation of specific ideas,Better control over image details,Integration with maps/real locations",,"Lack of time,Lack of knowledge about urban planning,Skepticism that my input will matter",,,Walking,Daily,Never,Limited knowledge,Somewhat familiar (have used them occasionally),"Yes, once or twice",White,Man,Suburban,0,1,0,0,-1,-1,0,-1,-1,0,0,-1,Conventional + Street,GenAI + Park,Street,Park,FALSE,TRUE,-1,0,-1,1,0,0,-1,0,0,-1,1,-1,0,0,0,-1,,-1,,0,,0,,-1,-1,,0,,0,,-1,,4,0,1,1,1,1,-1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,p36
p37,GenAI + Park -> Conventional + Street,1,0,1,1,1,0,1,1,1,1,0,1,AI-assisted visualization method only,"Ease of use,Creative freedom,Control over details",,"Difficulty showing perspective/scale,Final result lacked visual appeal,Not realistic enough",,"Ease of use,Quality of final visualization,Ability to create realistic images",,"Difficulty controlling specific details,Learning curve for effective prompting,Unexpected or unwanted elements in images",,Somewhat expanded my thinking,No change in interest,No change in interest,No change in interest,No change in my connection,"Faster generation time,More diverse design options,Integration with maps/real locations",,"Lack of time,Lack of knowledge about urban planning,Complicated participation processes",,,Walking,Daily,Never,Limited knowledge,Somewhat familiar (have used them occasionally),"No, never",Hispanic or Latino/a/x,Woman,Suburban,0,0,0,0,0,1,-1,0,0,1,-1,0,GenAI + Park,Conventional + Street,Park,Street,TRUE,FALSE,0,0,0,1,0,-1,0,0,0,0,1,0,-1,0,0,0,0,,1,,-1,,0,,,0,,1,,-1,,0,4,0,1,1,0,2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,p37
p38,GenAI + Street -> Conventional + Park,1,-1,1,1,1,0,2,1,2,1,1,1,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Ease of use,Creative freedom,Quality of final visualization",,"Difficulty showing perspective/scale,Limited detail,Other (please specify)",,"Ease of use,Creative inspiration,Quality of final visualization",,"Did not accurately represent my ideas,Unexpected or unwanted elements in images,Technical issues or limitations",,Significantly limited my thinking,Somewhat more interested than before,Much more interested than before,No change in interest,Somewhat strengthened my connection,"More accurate representation of specific ideas,Better control over image details,Faster generation time,More diverse design options",,"Lack of time,Inconvenient meeting times/locations,Complicated participation processes",,,Personal car,Daily,Never,Good knowledge,Very familiar (use them regularly),"Yes, once or twice",White,Woman,Urban,0,1,1,0,1,1,-1,0,1,2,0,0,GenAI + Street,Conventional + Park,Street,Park,TRUE,TRUE,0,1,1,1,1,-1,0,0,0,1,1,1,1,-1,0,0,1,,2,,0,,0,,1,,2,,0,,0,,4,0,3,2,1,1,-2,1,2,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,p38
p39,Conventional + Street -> GenAI + Park,1,-1,0,1,1,1,-1,1,1,1,-1,1,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Speed of creating visualizations,Accuracy in representing my ideas,Creative freedom",,"Limited by my artistic ability,Final result lacked visual appeal,Not realistic enough",,"Speed of creating visualizations,Ease of use,Quality of final visualization",,"Difficulty controlling specific details,Did not accurately represent my ideas,Unexpected or unwanted elements in images",,Somewhat expanded my thinking,Somewhat more interested than before,Somewhat more interested than before,Somewhat more interested than before,Somewhat strengthened my connection,"More accurate representation of specific ideas,Better control over image details",,"Lack of knowledge about urban planning,Lack of interest in the topics",,,Walking,Daily,Once a week,Limited knowledge,Very familiar (use them regularly),"Yes, frequently",Asian,Man,Suburban,0,2,-1,0,0,0,0,0,0,2,-1,0,Conventional + Street,GenAI + Park,Street,Park,FALSE,TRUE,0,0,0,2,0,-1,0,0,0,0,2,0,-1,0,0,0,,0,,2,,-1,,0,0,,2,,-1,,0,,4,3,1,2,3,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,p39
p40,Conventional + Park -> GenAI + Street,0,-1,0,1,1,-1,1,1,1,0,1,1,AI-assisted visualization method only,Speed of creating visualizations,,"Limited by my artistic ability,Final result lacked visual appeal,Limited detail",,"Accuracy in representing my ideas,Quality of final visualization,Ability to create realistic images",,"Difficulty controlling specific details,Technical issues or limitations",,Had no impact on my thinking,Somewhat more interested than before,No change in interest,No change in interest,No change in my connection,"Better control over image details,Integration with maps/real locations",,"Lack of time,Skepticism that my input will matter,Inconvenient meeting times/locations",,,Personal car,Several times a week,Never,Moderate knowledge,Somewhat familiar (have used them occasionally),"Yes, once or twice",Hispanic or Latino/a/x,Man,Urban,1,0,1,0,0,1,0,0,1,1,1,0,Conventional + Park,GenAI + Street,Park,Street,FALSE,FALSE,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,,1,,1,,1,,0,,1,,1,,1,,0,3,0,2,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,p40
p41,GenAI + Park -> Conventional + Street,0,1,-1,0,1,1,0,1,1,1,0,0,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Speed of creating visualizations,Creative freedom,Control over details",,"Limited by my artistic ability,Final result lacked visual appeal,Not realistic enough",,"Accuracy in representing my ideas,Quality of final visualization,Ability to create realistic images",,"Learning curve for effective prompting,Technical issues or limitations,Other (please specify)",,Significantly expanded my thinking,No change in interest,No change in interest,No change in interest,Somewhat strengthened my connection,"Faster generation time,Integration with maps/real locations",,"Lack of time,Skepticism that my input will matter",,,Walking,Daily,Once a week,Limited knowledge,Somewhat familiar (have used them occasionally),"No, never",Asian,Man,Suburban,1,0,1,1,0,0,0,-1,1,0,1,0,GenAI + Park,Conventional + Street,Park,Street,TRUE,FALSE,1,0,0,0,1,0,1,-1,0,1,0,0,0,1,-1,1,1,,0,,1,,0,,,1,,0,,1,,0,4,3,1,1,0,1,2,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,p41
p42,Conventional + Street -> GenAI + Park,1,0,0,0,2,1,0,0,1,0,0,1,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Accuracy in representing my ideas,Creative freedom,Control over details",,"Limited by my artistic ability,Difficulty showing perspective/scale,Final result lacked visual appeal",,"Ease of use,Creative inspiration,Quality of final visualization",,"Difficulty controlling specific details,Learning curve for effective prompting,Limited creative freedom",,Significantly expanded my thinking,Somewhat more interested than before,No change in interest,No change in interest,Somewhat strengthened my connection,"Better control over image details,More diverse design options,Better instructions/tutorials",,"Skepticism that my input will matter,Lack of interest in the topics,Complicated participation processes",,,Walking,Daily,Never,No knowledge,Somewhat familiar (have used them occasionally),"No, never",White,Woman,Suburban,1,1,0,0,-1,-1,0,1,0,0,0,1,Conventional + Street,GenAI + Park,Street,Park,FALSE,TRUE,-1,1,-1,1,0,0,1,0,1,-1,1,-1,0,0,0,1,,0,,0,,0,,1,0,,0,,0,,1,,4,0,0,1,0,1,2,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,p42
p43,Conventional + Street -> GenAI + Park,1,0,1,-1,1,1,1,-1,2,1,0,-1,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Speed of creating visualizations,Ease of use,Creative freedom",,"Difficulty showing perspective/scale,Final result lacked visual appeal,Limited detail",,"Ease of use,Quality of final visualization,Ability to create realistic images",,"Difficulty controlling specific details,Unexpected or unwanted elements in images,Technical issues or limitations",,Significantly expanded my thinking,Somewhat more interested than before,No change in interest,No change in interest,No change in my connection,"More accurate representation of specific ideas,Better control over image details,Faster generation time,Integration with maps/real locations",,"Lack of knowledge about urban planning,Complicated participation processes",,,Walking,Daily,Never,No knowledge,Very familiar (use them regularly),"Yes, occasionally",Asian,Man,Suburban,0,1,0,0,1,0,-1,0,1,1,-1,0,Conventional + Street,GenAI + Park,Street,Park,FALSE,TRUE,1,0,0,1,-1,0,0,0,0,1,1,0,0,-1,0,0,,1,,1,,-1,,0,1,,1,,-1,,0,,4,0,0,2,2,1,2,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,p43
p44,Conventional + Street -> GenAI + Park,1,1,1,0,1,0,0,1,0,0,0,0,"Mostly traditional drawing, but AI was somewhat helpful","Accuracy in representing my ideas,Ease of use,Control over details",,"Difficulty showing perspective/scale,Final result lacked visual appeal,Limited detail",,"Creative inspiration,Quality of final visualization,Ability to create realistic images",,"Difficulty controlling specific details,Results were too generic,Unexpected or unwanted elements in images",,Somewhat expanded my thinking,Somewhat more interested than before,No change in interest,No change in interest,No change in my connection,"More accurate representation of specific ideas,Better control over image details,Faster generation time,Integration with maps/real locations",,"Lack of time,Inconvenient meeting times/locations,Lack of interest in the topics",,,Personal car,Daily,Less than once a month,Limited knowledge,Very familiar (use them regularly),"Yes, once or twice",White,Man,Urban,0,-1,-1,1,-1,0,0,-1,-1,-1,-1,0,Conventional + Street,GenAI + Park,Street,Park,FALSE,TRUE,-1,0,0,-1,0,-1,-1,1,0,-1,-1,0,-1,0,1,-1,,-1,,-1,,-1,,0,-1,,-1,,-1,,0,,4,1,1,2,1,-1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,p44
p45,Conventional + Park -> GenAI + Street,-1,-2,0,1,0,1,-1,1,1,0,0,1,Both methods equally,"Speed of creating visualizations,Creative freedom,Quality of final visualization",,"Difficulty showing perspective/scale,Hard to make changes/iterations,Not realistic enough",,"Creative inspiration,Quality of final visualization,Ability to create realistic images",,"Difficulty controlling specific details,Unexpected or unwanted elements in images,Technical issues or limitations",,Somewhat expanded my thinking,Somewhat more interested than before,No change in interest,Much more interested than before,Somewhat weakened my connection,"Faster generation time,More diverse design options",,"Lack of time,Skepticism that my input will matter,Complicated participation processes",,,Personal car,Daily,Never,No knowledge,Somewhat familiar (have used them occasionally),"No, never",Black or African American,Man,Urban,1,3,-1,0,1,-1,1,0,2,2,0,0,Conventional + Park,GenAI + Street,Park,Street,FALSE,FALSE,1,1,-1,3,1,-1,0,0,1,1,-1,3,1,-1,0,0,,2,,2,,0,,0,,2,,2,,0,,0,4,0,0,1,0,0,1,1,0,2,-1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,p45
p46,GenAI + Street -> Conventional + Park,1,1,-1,2,1,1,0,1,1,1,0,2,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Ease of use,Creative freedom,Control over details",,"Limited by my artistic ability,Difficulty showing perspective/scale,Final result lacked visual appeal",,"Ease of use,Creative inspiration,Ability to create realistic images",,"Difficulty controlling specific details,Unexpected or unwanted elements in images,Technical issues or limitations",,Somewhat expanded my thinking,No change in interest,Somewhat more interested than before,Somewhat more interested than before,No change in my connection,"More accurate representation of specific ideas,Better control over image details,Faster generation time",,"Lack of time,Lack of knowledge about urban planning,Complicated participation processes",,,Personal car,Daily,Never,No knowledge,Somewhat familiar (have used them occasionally),"Yes, once or twice",White,Woman,Urban,0,0,1,-1,0,0,0,1,0,0,1,0,GenAI + Street,Conventional + Park,Street,Park,TRUE,TRUE,0,0,0,0,1,0,-1,1,0,0,0,0,1,0,-1,1,0,,0,,1,,0,,0,,0,,1,,0,,4,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,p46
p47,Conventional + Park -> GenAI + Street,1,1,1,2,0,1,1,2,2,2,1,2,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Accuracy in representing my ideas,Creative freedom,Quality of final visualization",,"Limited by my artistic ability,Difficulty showing perspective/scale,Limited detail",,"Accuracy in representing my ideas,Creative inspiration,Quality of final visualization",,"Learning curve for effective prompting,Unexpected or unwanted elements in images,Technical issues or limitations",,Somewhat expanded my thinking,Much more interested than before,Somewhat more interested than before,Much more interested than before,Somewhat strengthened my connection,"Easier interface,More accurate representation of specific ideas,More diverse design options",,"Lack of knowledge about urban planning,Skepticism that my input will matter,Complicated participation processes",,,Personal car,Several times a week,Several times a month,Moderate knowledge,Somewhat familiar (have used them occasionally),"Yes, once or twice",Asian,Woman,Urban,-1,0,0,0,2,1,0,0,1,1,0,0,Conventional + Park,GenAI + Street,Park,Street,FALSE,FALSE,2,-1,1,0,0,0,0,0,2,-1,1,0,0,0,0,0,,1,,1,,0,,0,,1,,1,,0,,0,3,2,2,1,1,1,1,2,1,2,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,p47
p48,Conventional + Street -> GenAI + Park,1,0,0,0,1,1,0,0,1,1,1,0,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Speed of creating visualizations,Accuracy in representing my ideas,Ease of use",,"Limited by my artistic ability,Difficulty showing perspective/scale,Hard to make changes/iterations",,"Accuracy in representing my ideas,Ease of use,Quality of final visualization",,"Difficulty controlling specific details,Unexpected or unwanted elements in images,Technical issues or limitations",,Significantly expanded my thinking,Somewhat more interested than before,No change in interest,No change in interest,No change in my connection,"More accurate representation of specific ideas,Better control over image details,Integration with maps/real locations",,"Lack of time,Lack of knowledge about urban planning,Skepticism that my input will matter",,,Walking,Daily,Never,Limited knowledge,Very familiar (use them regularly),"Yes, occasionally",Asian,Man,Urban,0,1,0,0,0,0,1,0,0,1,1,0,Conventional + Street,GenAI + Park,Street,Park,FALSE,TRUE,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,,0,,1,,1,,0,0,,1,,1,,0,,4,0,1,2,2,1,2,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,p48
p49,GenAI + Park -> Conventional + Street,0,0,-1,0,1,-1,0,0,2,1,0,0,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Creative freedom,Quality of final visualization,Control over details",,"Limited by my artistic ability,Final result lacked visual appeal,Limited detail",,"Accuracy in representing my ideas,Quality of final visualization,Ability to create realistic images",,"Difficulty controlling specific details,Limited creative freedom,Technical issues or limitations",,Somewhat expanded my thinking,Somewhat more interested than before,Somewhat more interested than before,Somewhat more interested than before,Somewhat strengthened my connection,"Better control over image details,More diverse design options,Integration with maps/real locations",,"Lack of time,Skepticism that my input will matter,Complicated participation processes",,,Cycling/scootering,Once a week,Daily,Limited knowledge,Somewhat familiar (have used them occasionally),"Yes, occasionally",Black or African American,Woman,Suburban,1,-1,1,0,1,2,0,0,2,1,1,0,GenAI + Park,Conventional + Street,Park,Street,TRUE,FALSE,1,1,-1,2,1,0,0,0,1,1,2,-1,0,1,0,0,2,,1,,1,,0,,,2,,1,,1,,0,2,5,1,1,2,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,p49
p50,GenAI + Park -> Conventional + Street,1,1,0,1,1,1,1,1,1,1,1,0,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Accuracy in representing my ideas,Ease of use,Creative freedom",,"Difficulty showing perspective/scale,Final result lacked visual appeal,Limited detail",,"Speed of creating visualizations,Quality of final visualization,Ability to create realistic images",,"Difficulty controlling specific details,Did not accurately represent my ideas,Limited creative freedom",,Somewhat expanded my thinking,Somewhat more interested than before,No change in interest,No change in interest,Somewhat strengthened my connection,"More accurate representation of specific ideas,More diverse design options,Integration with maps/real locations",,"Lack of time,Lack of knowledge about urban planning,Inconvenient meeting times/locations",,,Walking,Daily,Never,Limited knowledge,Somewhat familiar (have used them occasionally),"No, never",Asian,Woman,Suburban,0,0,1,0,0,0,0,-1,0,0,1,-1,GenAI + Park,Conventional + Street,Park,Street,TRUE,FALSE,0,0,0,0,1,0,0,-1,0,0,0,0,0,1,-1,0,0,,0,,1,,-1,,,0,,0,,1,,-1,4,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,p50
p51,GenAI + Street -> Conventional + Park,2,1,1,1,2,1,1,1,2,2,1,1,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Speed of creating visualizations,Creative freedom,Control over details",,"Limited by my artistic ability,Difficulty showing perspective/scale,Final result lacked visual appeal",,"Ease of use,Quality of final visualization,Ability to create realistic images",,"Difficulty controlling specific details,Learning curve for effective prompting,Unexpected or unwanted elements in images",,Somewhat expanded my thinking,Much more interested than before,Somewhat more interested than before,Somewhat more interested than before,Somewhat strengthened my connection,"More accurate representation of specific ideas,Better control over image details,More diverse design options",,"Lack of knowledge about urban planning,Skepticism that my input will matter",,,Personal car,Daily,Never,Limited knowledge,Somewhat familiar (have used them occasionally),"No, never",Asian,Woman,Suburban,0,0,0,0,0,1,0,0,0,1,0,0,GenAI + Street,Conventional + Park,Street,Park,TRUE,TRUE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,,0,,0,,0,,1,,0,,0,,4,0,1,1,0,1,1,2,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,p51
p52,Conventional + Park -> GenAI + Street,0,1,1,2,2,2,1,2,1,1,1,2,"Mostly AI-assisted visualization, but drawing was somewhat helpful","Speed of creating visualizations,Creative freedom,Control over details",,"Limited by my artistic ability,Difficulty showing perspective/scale,Final result lacked visual appeal",,"Creative inspiration,Quality of final visualization,Ability to create realistic images",,"Difficulty controlling specific details,Unexpected or unwanted elements in images,Technical issues or limitations",,Somewhat expanded my thinking,Somewhat more interested than before,Somewhat more interested than before,No change in interest,Somewhat strengthened my connection,"Easier interface,Better control over image details,Faster generation time,Integration with maps/real locations",,"Lack of knowledge about urban planning,Skepticism that my input will matter,Complicated participation processes",,,Personal car,Daily,Never,Limited knowledge,Somewhat familiar (have used them occasionally),"Yes, occasionally",White,Woman,Urban,2,1,0,0,-1,-1,0,0,1,0,0,0,Conventional + Park,GenAI + Street,Park,Street,FALSE,FALSE,-1,2,-1,1,0,0,0,0,-1,2,-1,1,0,0,0,0,,1,,0,,0,,0,,1,,0,,0,,0,4,0,1,1,2,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,p52
p53,GenAI + Street -> Conventional + Park,1,1,1,0,1,1,1,0,1,1,1,0,"Mostly traditional drawing, but AI was somewhat helpful","Accuracy in representing my ideas,Quality of final visualization,Control over details",,"Time-consuming,Limited by my artistic ability,Final result lacked visual appeal",,"Speed of creating visualizations,Ease of use,Ability to create realistic images",,"Did not accurately represent my ideas,Learning curve for effective prompting,Technical issues or limitations",,Had no impact on my thinking,Somewhat more interested than before,No change in interest,No change in interest,No change in my connection,"More accurate representation of specific ideas,Better control over image details",,"Lack of time,Skepticism that my input will matter,Complicated participation processes",,,Cycling/scootering,Daily,Several times a week,Limited knowledge,Somewhat familiar (have used them occasionally),"No, never",Asian,Woman,Urban,0,0,0,0,0,0,0,0,0,0,0,0,GenAI + Street,Conventional + Park,Street,Park,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,4,4,1,1,0,-1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,p53
